id,MSK1.Neck.NDI,MSK1.Neck.PI,MSK2.UpperExtremity.QDASH,MSK2.UpperExtremity.UE,MSK2.UpperExtremity.PENN,MSK3.Back.MDQ,MSK3.Back.PI,MSK4.LowerExtremity.LEFS,MSK4.LowerExtremity.PF,MSK4.LowerExtremity.HOOSJr,MSK5.Knee.KOS,MSK5.Knee.PF,MSK5.Knee.KOOSJr,MSK5.Knee.IKDC,MSK6.Neck.NPRS,MSK7.UpperExtremity.NPRS,MSK8.Back.NPRS,MSK9.LowerExtremity.NPRS,MSK10.Knee.NPRS
1,-0.9856154437,6.1886498,-0.1426545025,-3.9493,-3.68,-0.776231608,8.153009568,-4.333046383,-5.3279,-4.06,-4.616328925,-9.328190799,-5.1,-5.38,1.39461645,1.268591147,1.188709307,1.053966733,1.00598299
